ffo_bat_usage_niveau_1_txt;code_departement_insee;periode_construction;sum_batiment;sum_logement;sum_logement_vacant;sum_logement_loue;sum_logement_sociaux;sum_hlm;sum_logement_proprio;sum_shab;sum_sloc
Résidentiel collectif;84;P3;1853;15764;2424;9473;5923;5896;3275;1013944;1286951
Résidentiel collectif;84;P4;1577;14121;2247;8971;2815;2457;2557;770584;1017875
Résidentiel collectif;84;P5;1284;11501;1606;7584;1736;1693;1732;642830;914491
Résidentiel collectif;84;P6;1086;9442;1359;5606;2841;2711;1225;561461;771984
Résidentiel collectif;84;;1436;12051;1653;7599;4431;4431;2267;750858;959390
Résidentiel collectif;85;P0;1654;6013;1030;3238;227;182;1536;311807;436670
Résidentiel collectif;85;P1;325;1254;144;404;42;42;636;57128;76106
Résidentiel collectif;85;P2;1383;13821;965;5437;3785;3768;6964;780597;1038088
Résidentiel collectif;85;P3;1363;22586;1325;6755;3940;3872;13798;1007717;1371570
Résidentiel collectif;85;P4;678;9701;925;4388;1818;1458;3905;455823;638766
Résidentiel collectif;85;P5;402;6118;615;3779;955;780;1440;328270;467217
Résidentiel collectif;85;P6;472;6640;544;4034;2068;1924;1115;365587;514065
Résidentiel collectif;85;;528;7150;455;2938;1471;1075;3497;344717;464256
Résidentiel collectif;86;P0;3210;13664;3581;7970;240;230;1685;630221;845939
Résidentiel collectif;86;P1;281;1094;246;619;31;31;172;49800;69120
Résidentiel collectif;86;P2;713;11267;1660;7781;6584;5825;1645;719226;886181
Résidentiel collectif;86;P3;600;11078;1781;7628;4944;4742;1308;599413;798579
Résidentiel collectif;86;P4;656;11735;1939;8321;2624;2281;860;514837;661487
Résidentiel collectif;86;P5;227;3649;486;2676;895;895;307;203341;249005
Résidentiel collectif;86;P6;284;3114;472;1959;1308;1083;169;171990;203512
Résidentiel collectif;86;;373;6684;991;4604;2521;2511;878;364025;442064
Résidentiel collectif;87;P0;4176;18061;4779;9994;270;262;2896;935380;1340090
Résidentiel collectif;87;P1;824;4127;740;2302;1261;1261;992;235819;327840
Résidentiel collectif;87;P2;1136;19825;2770;12366;9573;9573;4208;1231934;1564217
Résidentiel collectif;87;P3;858;16134;1939;9835;5893;5893;3857;978974;1289570
Résidentiel collectif;87;P4;402;7058;877;4304;1970;1575;1495;388522;543265
Résidentiel collectif;87;P5;233;4059;463;3052;885;885;517;234654;331114
Résidentiel collectif;87;P6;222;2118;242;1432;680;678;286;122981;174803
Résidentiel collectif;87;;528;8361;1315;5137;3302;3214;1671;487866;624891
Résidentiel collectif;88;P0;7626;26718;6691;11865;425;425;7143;1865734;2833335
Résidentiel collectif;88;P1;1497;5109;1109;2170;20;20;1651;358736;562018
Résidentiel collectif;88;P2;3428;20366;3378;12209;8697;8576;4086;1354780;1901934
Résidentiel collectif;88;P3;1384;14480;1684;9792;8714;8714;2604;912599;1160980
Résidentiel collectif;88;P4;919;5572;634;3356;1204;1204;1274;403440;522233
Résidentiel collectif;88;P5;512;3282;310;2089;536;505;750;228418;309543
Résidentiel collectif;88;P6;491;2246;244;1175;523;523;502;164256;225414
Résidentiel collectif;88;;771;4944;760;2596;1487;1475;1395;319995;440072
Résidentiel collectif;89;P0;4488;16006;4277;8145;308;289;3113;857189;1343453
Résidentiel collectif;89;P1;263;1131;242;621;339;339;238;63381;94394
Résidentiel collectif;89;P2;595;10156;1552;7381;7134;6627;1139;630772;781548
Résidentiel collectif;89;P3;537;10948;1197;7654;6039;5850;1665;690660;833156
Résidentiel collectif;89;P4;374;3429;491;2496;1132;1094;409;199066;256033
Résidentiel collectif;89;P5;220;2204;196;1751;967;967;207;151694;189915
Résidentiel collectif;89;P6;160;1653;187;1221;1090;1090;78;101100;128404
Résidentiel collectif;89;;186;1581;322;910;251;213;319;91138;121639
Résidentiel collectif;90;P0;2579;12075;2450;6323;828;448;3099;784662;1149215
Résidentiel collectif;90;P1;527;2266;396;1155;216;193;674;144910;216772
Résidentiel collectif;90;P2;619;8708;1097;5692;4969;4190;1800;579126;745346
Résidentiel collectif;90;P3;390;7252;911;4905;4188;3643;1248;507937;628274
Résidentiel collectif;90;P4;444;3995;529;2594;1301;674;835;266996;343994
Résidentiel collectif;90;P5;279;2545;245;1771;792;470;519;172340;231794
Résidentiel collectif;90;P6;176;1146;81;652;256;180;268;85238;127407
Résidentiel collectif;90;;174;2014;278;1262;806;746;458;136911;175174
Résidentiel collectif;91;P0;4609;22223;3702;11772;700;676;6062;1039217;1471764
Résidentiel collectif;91;P1;1455;6818;1087;3603;397;397;1939;309547;446255
Résidentiel collectif;91;P2;3051;99126;8077;61262;50959;47798;28966;6442615;8150135
Résidentiel collectif;91;P3;2259;67230;6709;38576;28880;28769;21044;4186006;5538344
Résidentiel collectif;91;P4;2000;36627;3465;21708;10863;10082;10342;1885928;2541998
Résidentiel collectif;91;P5;1296;26922;2798;18202;8601;8303;5571;1498462;1988106
Résidentiel collectif;91;P6;1660;42320;5129;23383;17632;17323;9005;2285257;3025244
Résidentiel collectif;91;;1224;31482;3289;17805;10396;10065;10008;1896702;2405939
Résidentiel collectif;92;P0;7830;87976;9683;41192;3102;2927;34874;4224545;5451136
Résidentiel collectif;92;P1;5261;82028;8876;46390;15456;14713;25114;3815444;4664481
Résidentiel collectif;92;P2;4715;186033;13336;105106;74294;70859;65117;11349519;14138816
Résidentiel collectif;92;P3;2911;129883;8486;71970;44116;41607;47312;8293826;11162219
Résidentiel collectif;92;P4;2910;105886;7256;58542;30897;30073;38293;6648913;9065696
Résidentiel collectif;92;P5;995;31733;2138;18846;8104;7935;10406;1939149;2693167
Résidentiel collectif;92;P6;1417;55907;5089;24540;13381;12415;17915;3301499;4515344
Résidentiel collectif;92;;2143;55355;3829;30132;17239;17098;19985;3424431;4464418
Résidentiel collectif;93;P0;6335;55053;9702;29569;3374;3009;14593;2177735;2874705
Résidentiel collectif;93;P1;5551;46938;7397;28026;8731;8510;10601;1846240;2376469
Résidentiel collectif;93;P2;3830;153631;13276;109772;94844;88715;29272;8926418;10899056
Résidentiel collectif;93;P3;2284;111174;8419;74316;62562;56794;27144;7129554;9007225
Résidentiel collectif;93;P4;2202;53958;4990;32964;21109;18592;14282;2954819;3887642
Résidentiel collectif;93;P5;1506;38189;4423;24825;13135;12238;8567;2029757;2627480
Résidentiel collectif;93;P6;2292;71495;7638;33894;25115;23317;17261;3838024;4887198
Résidentiel collectif;93;;1385;39202;3306;26594;20240;18401;8503;2396649;2995797
Résidentiel collectif;94;P0;7328;60560;8452;28642;1962;1858;21636;2685238;3558063
Résidentiel collectif;94;P1;4534;43869;5791;25132;8841;8532;12105;1874860;2373127
Résidentiel collectif;94;P2;4059;154491;12083;92489;68020;59998;47341;9291255;11360075
Résidentiel collectif;94;P3;2489;103411;7180;59690;42980;35885;34438;6652958;8625372
Résidentiel collectif;94;P4;1887;57362;4838;33961;22993;21256;17491;3369483;4447073
Résidentiel collectif;94;P5;1197;31265;3009;20236;9902;9555;7176;1641447;2187988
Résidentiel collectif;94;P6;1705;53457;5652;26269;16545;15744;13021;2798341;3648235
Résidentiel collectif;94;;1335;34002;2756;17930;10539;9667;12713;2030570;2629484
Résidentiel collectif;95;2021;1;5;0;0;0;0;0;280;280
Résidentiel collectif;95;P0;2841;15483;2946;7773;652;642;4454;723645;989659
Résidentiel collectif;95;P1;1176;7325;1262;3984;805;805;1905;323691;430865
Résidentiel collectif;95;P2;1950;77559;5894;51999;42181;41349;19065;4738145;5756805
Résidentiel collectif;95;P3;1357;52297;4366;30824;24496;24220;16564;3456827;4252802
Résidentiel collectif;95;P4;1711;37550;4005;22236;12340;12257;10810;2028925;2588008
Résidentiel collectif;95;P5;1226;22960;2741;14948;6622;6324;5092;1230532;1598800
Résidentiel collectif;95;P6;1574;42530;5231;21385;13719;13257;10313;2318937;3008463
Résidentiel collectif;95;;2437;55574;5036;32914;24836;24151;17144;3523953;4289538
Résidentiel individuel;01;P0;53663;57563;6500;7194;59;58;42887;6554218;12050563
Résidentiel individuel;01;P1;5470;5753;527;663;19;19;4481;634803;1185746
Résidentiel individuel;01;P2;15020;15714;1200;1664;137;137;12657;1619053;3145618
Résidentiel individuel;01;P3;46394;49501;1788;4583;1801;1651;42805;5476081;9816585
Résidentiel individuel;01;P4;29402;32852;980;4978;2477;2477;26735;3853607;6287906
Résidentiel individuel;01;P5;14733;16801;615;3229;1308;1302;12817;1915316;2869016
Résidentiel individuel;01;P6;15758;18472;737;3188;1745;1681;12157;2048722;2932809
Résidentiel individuel;01;;6010;6733;284;971;303;303;5420;771527;1301735
Résidentiel individuel;02;P0;58837;61863;7792;11558;345;345;41586;6392529;12626940
Résidentiel individuel;02;P1;49350;51668;5295;10518;489;487;35068;5163908;9808438
Résidentiel individuel;02;P2;23286;24315;1916;4547;966;966;17562;2138296;4002954
Résidentiel individuel;02;P3;33117;35134;1379;5079;2822;2809;28452;3525087;6276647
Résidentiel individuel;02;P4;10220;12638;467;3587;2168;2114;8495;1352965;2152232
Résidentiel individuel;02;P5;7716;9215;364;2560;853;829;6221;999101;1461938
Résidentiel individuel;02;P6;5237;6107;272;1261;471;459;3964;642217;901175
Résidentiel individuel;02;;3589;3888;243;682;185;185;2925;402201;688048
Résidentiel individuel;03;P0;62291;66008;11221;8903;40;40;44007;6489499;12209270
Résidentiel individuel;03;P1;12970;13421;1511;1772;8;8;9892;1240499;2391467
Résidentiel individuel;03;P2;15033;15482;1395;1896;52;52;11925;1387458;2706288
Résidentiel individuel;03;P3;27025;28407;1307;3168;488;488;23644;2815671;5227613
Résidentiel individuel;03;P4;9548;10522;355;2164;1159;1159;7907;1128663;1903602
Résidentiel individuel;03;P5;6229;6914;188;1545;655;655;5099;770655;1178669
Résidentiel individuel;03;P6;4680;5159;174;801;161;161;3619;575256;858676
Résidentiel individuel;03;;3251;3662;250;726;273;273;2622;373523;671579
Résidentiel individuel;04;P0;18293;19748;3146;2427;4;4;13366;1678152;2790827
Résidentiel individuel;04;P1;1808;1923;235;289;2;1;1319;173637;290958
Résidentiel individuel;04;P2;8746;9435;981;1236;3;3;6955;812007;1349134
Résidentiel individuel;04;P3;18482;20481;1471;2307;368;368;16157;1941290;3165055
Résidentiel individuel;04;P4;8734;10544;650;2011;1016;1016;7550;1046928;1673672
Résidentiel individuel;04;P5;4510;5493;416;1202;305;305;3684;549689;843097
Résidentiel individuel;04;P6;3742;4377;335;761;230;208;2742;436407;645533
Résidentiel individuel;04;;2309;2714;236;422;39;39;1969;260614;419195
Résidentiel individuel;05;P0;13559;14351;1904;1133;0;0;10676;1185736;2006542
Résidentiel individuel;05;P1;1508;1628;176;195;50;50;1196;146387;256450
Résidentiel individuel;05;P2;5177;5517;429;521;0;0;4392;495474;837470
Résidentiel individuel;05;P3;11116;11941;525;738;46;37;10368;1216503;1970423
Résidentiel individuel;05;P4;7824;8843;359;943;354;354;7205;940607;1456531
Résidentiel individuel;05;P5;3767;4371;203;556;101;101;3445;472395;734136
Résidentiel individuel;05;P6;3762;4120;159;318;42;34;3092;455248;676919
Résidentiel individuel;05;;1825;2023;117;176;10;10;1658;201738;320900
Résidentiel individuel;06;2021;2;3;2;1;0;0;0;371;562
Résidentiel individuel;06;P0;22174;24234;2999;2978;6;6;17185;2145836;3260798
Résidentiel individuel;06;P1;13494;14740;1222;1597;6;6;11245;1570619;2404601
Résidentiel individuel;06;P2;24498;27077;1872;2718;21;21;21429;2952755;4797095
Résidentiel individuel;06;P3;39602;49366;2356;4293;287;252;41271;5740804;9100487
Résidentiel individuel;06;P4;20026;24953;1003;2378;293;293;20762;2965071;4823167
Résidentiel individuel;06;P5;7028;8400;450;1162;103;103;6495;1048599;1715456
Résidentiel individuel;06;P6;7173;8171;445;645;28;28;5880;1035942;1605088
Résidentiel individuel;06;;6518;8167;611;980;32;17;6217;838356;1347722
Résidentiel individuel;07;2021;1;1;1;0;0;0;0;50;50
Résidentiel individuel;07;P0;49260;53231;7447;5781;18;18;38462;4671723;8764377
Résidentiel individuel;07;P1;5073;5418;621;677;3;3;3981;485079;902854
Résidentiel individuel;07;P2;11951;12839;1214;1507;53;53;9812;1163088;2159971
Résidentiel individuel;07;P3;29176;32552;1613;2714;534;534;27773;3285412;5774405
Résidentiel individuel;07;P4;18509;20365;945;2487;645;645;16558;2157648;3671446
Résidentiel individuel;07;P5;10133;11468;606;1977;512;512;8668;1228615;1959089
Résidentiel individuel;07;P6;9734;11026;490;1605;316;219;7349;1141399;1716702
Résidentiel individuel;07;;4557;5041;351;619;70;70;3964;507112;886262
Résidentiel individuel;08;P0;34062;36279;4835;5855;104;104;24649;3845786;7303493
Résidentiel individuel;08;P1;12572;13621;1497;2549;353;353;9281;1367258;2573933
Résidentiel individuel;08;P2;14678;15704;1285;2710;776;776;11440;1436655;2795461
Résidentiel individuel;08;P3;17366;18417;742;2133;970;970;15356;1883981;3581893
Résidentiel individuel;08;P4;6547;8234;304;2342;1308;1308;5450;926746;1573355
Résidentiel individuel;08;P5;4422;5138;178;1213;364;364;3697;602215;966124
Résidentiel individuel;08;P6;3117;4042;211;1131;526;396;2282;447754;678320
Résidentiel individuel;08;;2090;2370;145;485;216;216;1709;252577;465077
Résidentiel individuel;09;P0;35290;37221;4536;4441;4;4;27191;3406418;5557806
Résidentiel individuel;09;P1;3526;3679;333;451;2;2;2789;367355;630502
Résidentiel individuel;09;P2;10694;11133;847;1735;3;3;8256;1034852;1756136
Résidentiel individuel;09;P3;15238;15986;733;1588;142;142;13329;1622193;2758785
Résidentiel individuel;09;P4;7358;8297;307;1455;280;266;6359;881579;1439900
Résidentiel individuel;09;P5;4818;5227;195;946;119;119;3979;562965;869814
Résidentiel individuel;09;P6;3564;3964;218;677;175;170;2557;412082;607435
Résidentiel individuel;09;;2460;2770;167;525;37;37;2025;280568;461015
Résidentiel individuel;10;P0;38693;41148;6271;4699;214;211;29271;4517695;9299536
Résidentiel individuel;10;P1;7219;7478;631;1074;145;145;5666;669301;1180416
Résidentiel individuel;10;P2;11007;11601;1002;1710;438;434;8689;1050348;2040851
Résidentiel individuel;10;P3;22140;24862;1082;4166;2691;2655;19307;2499839;4388326
Résidentiel individuel;10;P4;8842;10085;355;2386;1454;1416;7232;1128283;1824851
Résidentiel individuel;10;P5;6215;7352;296;2240;1261;1255;4775;812102;1202796
Résidentiel individuel;10;P6;4370;5350;246;1306;926;795;3119;584224;807990
Résidentiel individuel;10;;2753;2926;164;468;109;98;2252;313762;545767
Résidentiel individuel;11;P0;51690;56752;10120;9146;33;24;35613;5663999;8660115
Résidentiel individuel;11;P1;5929;6336;833;962;3;3;4362;605207;923334
Résidentiel individuel;11;P2;16968;19224;1817;2710;176;175;14251;1723180;2548168
Résidentiel individuel;11;P3;36719;45251;2398;5199;1443;1439;36817;4086806;6151083
Résidentiel individuel;11;P4;21388;29115;1437;4297;1078;1072;22701;2688453;4106670
Résidentiel individuel;11;P5;13280;15398;958;3307;972;972;10506;1588848;2349715
Résidentiel individuel;11;P6;9836;11592;755;2269;1094;1094;6899;1184975;1689894
Résidentiel individuel;11;;5060;6202;449;1179;164;164;4442;606146;926180
Résidentiel individuel;12;P0;52979;56162;9664;4390;40;40;40139;5434800;9970377
Résidentiel individuel;12;P1;6684;7013;978;604;1;1;5175;734825;1372701
Résidentiel individuel;12;P2;13435;13972;1497;1249;3;4;10801;1387626;2712155
Résidentiel individuel;12;P3;25196;26220;1436;1771;248;248;22555;2730269;5077509
Résidentiel individuel;12;P4;12172;13027;485;1412;478;478;10811;1406359;2456847
Résidentiel individuel;12;P5;7311;7784;291;879;193;193;6485;864246;1425957
Résidentiel individuel;12;P6;6328;6819;327;720;171;171;4956;740360;1177885
Résidentiel individuel;12;;3450;3719;261;393;79;79;2971;396144;716010
Résidentiel individuel;13;P0;53105;60022;6921;12653;105;99;37612;5605762;8305839
Résidentiel individuel;13;P1;27251;30204;2409;5067;691;689;21670;2527387;3789331
Résidentiel individuel;13;P2;39963;45754;3500;7038;173;126;33482;4196337;6579421
Résidentiel individuel;13;P3;98154;112501;4113;11160;1557;1463;95019;11724977;17558764
Résidentiel individuel;13;P4;53029;61113;2234;9459;2824;2280;48076;6600373;10156601
Résidentiel individuel;13;P5;19299;23462;1099;5269;898;753;16365;2464704;3690971
Résidentiel individuel;13;P6;19240;23038;1070;3857;996;916;14629;2447882;3492827
Résidentiel individuel;13;;11215;13500;741;2362;584;584;10016;1379344;2126789
Résidentiel individuel;14;2021;1;1;0;0;0;0;0;20;33
Résidentiel individuel;14;P0;68172;74638;7468;10158;115;115;54910;8109408;13473544
Résidentiel individuel;14;P1;11787;13273;1044;2433;1262;1261;9581;1191885;1794067
Résidentiel individuel;14;P2;31634;34999;2334;6311;2344;2343;25763;3244418;5576418
Résidentiel individuel;14;P3;50886;57451;1825;8451;5687;5687;46793;5821936;9714212
Résidentiel individuel;14;P4;28176;34530;1077;8410;5413;5316;24671;3745525;5556011
Résidentiel individuel;14;P5;15404;18395;706;4609;1941;1941;12851;2079258;2881920
Résidentiel individuel;14;P6;14800;17514;694;3323;1274;1274;11432;1859464;2441857
Résidentiel individuel;14;;6726;7971;355;1986;1026;1017;5570;852251;1305775
Résidentiel individuel;15;P0;29962;31480;4570;2267;13;13;23432;3012920;5277584
Résidentiel individuel;15;P1;4434;4642;560;437;17;17;3530;453885;853688
Résidentiel individuel;15;P2;8201;8445;774;731;12;12;6744;783343;1451890
Résidentiel individuel;15;P3;14683;15146;689;976;230;230;13267;1523552;2624366
Résidentiel individuel;15;P4;6328;6694;207;884;568;568;5495;684664;1162494
Résidentiel individuel;15;P5;3733;3935;119;494;270;270;3264;424555;699547
Résidentiel individuel;15;P6;2860;3091;131;308;163;163;2242;330545;524046
Résidentiel individuel;15;;1716;1792;92;180;41;41;1483;179945;319345
Résidentiel individuel;16;P0;65972;72619;11240;12328;130;130;47213;7843399;13642222
Résidentiel individuel;16;P1;6870;7356;776;1470;36;36;4968;703569;1194173
Résidentiel individuel;16;P2;15713;16898;1590;2844;120;119;12171;1580545;2720698
Résidentiel individuel;16;P3;33964;35538;1776;3932;947;938;29433;3727134;6351309
Résidentiel individuel;16;P4;13670;15285;672;3528;806;795;10848;1672431;2646462
Résidentiel individuel;16;P5;9921;11055;498;2651;709;709;7808;1199822;1802090
Résidentiel individuel;16;P6;6833;7820;393;1733;490;491;4831;818221;1180103
Résidentiel individuel;16;;4323;4826;315;1031;129;129;3431;510804;838100
Résidentiel individuel;17;P0;94185;103982;12421;15610;66;45;72307;11278819;18894256
Résidentiel individuel;17;P1;14268;15373;1208;2214;300;295;11471;1420466;2171232
Résidentiel individuel;17;P2;38920;41735;2811;5343;440;437;32390;3775055;5827753
Résidentiel individuel;17;P3;66370;72918;2750;6932;1313;1101;61585;7095824;11243489
Résidentiel individuel;17;P4;43615;50555;1529;9711;2177;1592;37887;5132623;7596595
Résidentiel individuel;17;P5;25312;28489;1080;6883;836;607;19814;2971302;4189876
Résidentiel individuel;17;P6;23266;26506;1058;5403;1094;997;16451;2680912;3662837
Résidentiel individuel;17;;10638;11977;534;1982;136;103;9167;1194656;1792926
Résidentiel individuel;18;P0;58881;63188;10406;8466;51;47;42831;5992183;11545474
Résidentiel individuel;18;P1;8703;9253;1005;1646;528;527;6441;796470;1524773
Résidentiel individuel;18;P2;14585;15261;1426;2325;661;663;11338;1289925;2439632
Résidentiel individuel;18;P3;29927;31795;1677;4035;2131;2049;25823;3058208;5374201
Résidentiel individuel;18;P4;9034;10022;376;2130;829;799;7441;1094001;1727084
Résidentiel individuel;18;P5;6676;7400;258;1946;623;623;5132;793701;1138628
Résidentiel individuel;18;P6;4422;5083;190;953;474;405;3378;545447;773682
Résidentiel individuel;18;;3245;3396;191;454;129;129;2710;337272;577651
Résidentiel individuel;19;P0;36778;39133;6230;3508;18;18;27956;3741203;7228816
Résidentiel individuel;19;P1;10746;11247;1412;1146;1;1;8403;1086022;2157455
Résidentiel individuel;19;P2;15937;16586;1759;2107;3;3;12320;1497045;3075878
Résidentiel individuel;19;P3;25896;27161;1496;2430;661;661;22782;2707753;5142024
Résidentiel individuel;19;P4;9690;10987;486;2065;1112;1112;8134;1177577;2043478
Résidentiel individuel;19;P5;6231;6689;235;996;215;215;5320;759483;1257567
Résidentiel individuel;19;P6;4362;4805;162;654;153;143;3446;526064;829465
Résidentiel individuel;19;;3087;3332;222;476;138;138;2574;343946;633544
Résidentiel individuel;21;P0;58245;63261;8480;6971;52;52;46486;6742240;13503079
Résidentiel individuel;21;P1;7175;7699;593;944;278;278;6064;741636;1393828
Résidentiel individuel;21;P2;18005;19026;1178;1713;130;130;15929;1756172;3424756
Résidentiel individuel;21;P3;32845;34368;1142;2240;793;793;30741;3610514;6873580
Résidentiel individuel;21;P4;14763;16047;400;1914;792;792;13611;1901992;3189001
Résidentiel individuel;21;P5;7989;8875;295;1399;446;446;7121;1040211;1600866
Résidentiel individuel;21;P6;6750;7563;292;968;412;398;5310;862962;1284069
Résidentiel individuel;21;;4320;4609;194;512;108;108;3866;509457;910045
Résidentiel individuel;22;2021;1;1;0;0;0;0;0;149;181
Résidentiel individuel;22;P0;88690;95940;11477;11755;32;32;69743;9457124;15751118
Résidentiel individuel;22;P1;20541;21594;2273;2374;80;80;16450;2040537;3390353
Résidentiel individuel;22;P2;38667;40314;3462;4302;461;461;31776;3791239;6666565
Résidentiel individuel;22;P3;65537;68689;2908;6218;1905;1905;58668;7340668;12756222
Résidentiel individuel;22;P4;32324;35799;1002;6833;2669;2669;27403;3959452;5838921
Résidentiel individuel;22;P5;20489;22684;668;4697;1337;1337;16997;2539206;3530940
Résidentiel individuel;22;P6;16142;18215;569;3665;1095;1095;11616;1942778;2633909
Résidentiel individuel;22;;9392;10173;509;1711;434;434;7764;1082373;1720790
Résidentiel individuel;23;P0;41876;44661;8166;3195;3;3;31963;4269278;7803760
Résidentiel individuel;23;P1;5688;6050;919;509;1;1;4455;580714;1140545
Résidentiel individuel;23;P2;5410;5774;703;655;36;36;4274;532319;1090028
Résidentiel individuel;23;P3;10521;11447;712;1251;400;400;9252;1096155;2096257
Résidentiel individuel;23;P4;3519;3866;167;606;319;319;3012;396745;691560
Résidentiel individuel;23;P5;2643;2929;121;564;117;117;2186;307878;489343
Résidentiel individuel;23;P6;1731;1840;66;175;59;59;1346;191555;308301
Résidentiel individuel;23;;1336;1445;106;187;70;70;1112;149275;277858
Résidentiel individuel;24;P0;76325;85636;12240;10764;39;32;58974;9133745;15994150
Résidentiel individuel;24;P1;10561;11574;1329;1969;9;9;7938;1119385;2023150
Résidentiel individuel;24;P2;23375;25090;2445;4353;480;480;17631;2318319;4199044
Résidentiel individuel;24;P3;42960;46555;2735;5751;926;912;37091;4731767;8261212
Résidentiel individuel;24;P4;21427;24720;1262;4672;1073;1050;17846;2589778;4171975
Résidentiel individuel;24;P5;13879;15676;704;2899;402;402;11570;1730758;2664517
Résidentiel individuel;24;P6;10527;11797;461;1681;399;394;8004;1250144;1836942
Résidentiel individuel;24;;6498;7289;533;1301;139;139;5250;759459;1285178
Résidentiel individuel;25;2021;3;4;0;0;0;0;4;582;1007
Résidentiel individuel;25;P0;25558;26969;3203;3128;27;27;20021;3125244;5811802
Résidentiel individuel;25;P1;6679;6851;467;863;17;16;5422;679962;1283000
Résidentiel individuel;25;P2;19606;20342;1252;1663;143;142;17161;1948392;4073735
Résidentiel individuel;25;P3;36065;37225;1089;2194;215;215;33617;3976248;7666774
Résidentiel individuel;25;P4;19937;21260;457;2363;609;555;18292;2558480;4345022
Résidentiel individuel;25;P5;10519;11362;284;1655;335;310;9343;1393767;2209008
Résidentiel individuel;25;P6;9120;9830;244;1066;168;158;7310;1190094;1835913
Résidentiel individuel;25;;4970;5246;217;535;63;63;4441;589002;1078712
Résidentiel individuel;26;P0;44034;48447;5780;6923;72;73;34301;5164268;9001723
Résidentiel individuel;26;P1;5436;5826;492;924;126;126;4292;594462;1058819
Résidentiel individuel;26;P2;16146;17658;1418;2358;71;71;13567;1703477;3018862
Résidentiel individuel;26;P3;39454;44853;2026;4282;807;807;38005;4719538;7850470
Résidentiel individuel;26;P4;23143;25600;918;3782;1378;1372;20497;2825520;4560278
Résidentiel individuel;26;P5;12909;14629;628;2964;850;850;10794;1587088;2381075
Résidentiel individuel;26;P6;12263;14417;696;2777;1244;1081;9200;1510955;2171417
Résidentiel individuel;26;;5520;6258;330;903;162;162;4926;669596;1100254
Résidentiel individuel;27;P0;72148;77361;7870;11655;130;124;56358;7829977;13113166
Résidentiel individuel;27;P1;6513;6894;572;1112;106;106;5124;642112;1058551
Résidentiel individuel;27;P2;25384;27326;2168;4420;959;940;20394;2362021;4277774
Résidentiel individuel;27;P3;54803;58313;2266;7223;3275;3212;48460;5819102;9606766
Résidentiel individuel;27;P4;22706;26298;1044;6418;3252;3207;18653;2777185;4041807
Résidentiel individuel;27;P5;15539;17461;673;4003;1526;1460;12670;1884550;2532842
Résidentiel individuel;27;P6;11753;13728;558;2962;1170;1129;9089;1411014;1801878
Résidentiel individuel;27;;6019;6813;363;1569;633;633;4817;694915;1066972
Résidentiel individuel;28;P0;55471;58470;5783;6741;60;58;44909;6258853;11969426
Résidentiel individuel;28;P1;6198;6376;493;906;161;163;4906;585788;1090399
Résidentiel individuel;28;P2;20624;22017;1566;3151;877;875;17095;1893967;3706508
Résidentiel individuel;28;P3;38082;40862;1391;4701;2370;2352;34607;4059013;7439887
Résidentiel individuel;28;P4;12560;14138;402;2723;1356;1332;10943;1549512;2349504
Résidentiel individuel;28;P5;8178;9413;342;2264;740;719;6750;1004353;1379273
Résidentiel individuel;28;P6;6301;7512;328;1492;810;809;4672;782012;1049512
Résidentiel individuel;28;;4132;4509;201;667;203;203;3610;455714;788698
Résidentiel individuel;29;P0;61732;66502;8575;7005;72;72;48392;6547983;10040188
Résidentiel individuel;29;P1;35698;37101;3645;3255;49;49;29135;3576203;5567441
Résidentiel individuel;29;P2;73311;75060;5740;5607;400;399;62287;7370147;12128962
Résidentiel individuel;29;P3;104956;108926;4189;8002;3023;3023;95147;12035143;18919625
Résidentiel individuel;29;P4;47237;51871;1427;8958;4788;4788;40427;5700919;8076348
Résidentiel individuel;29;P5;26760;28906;819;5152;1473;1473;22349;3180696;4361499
Résidentiel individuel;29;P6;21273;23409;702;3830;1737;1737;15822;2488762;3330048
Résidentiel individuel;29;;12364;13175;607;1728;474;474;10513;1440031;2201286
Résidentiel individuel;2A;P0;8316;8905;1817;1060;1;1;5303;547857;806985
Résidentiel individuel;2A;P1;1617;1722;321;210;0;0;1058;132962;189413
Résidentiel individuel;2A;P2;3313;3864;441;434;0;0;2721;361904;536340
Résidentiel individuel;2A;P3;11604;14713;999;1313;72;72;11662;1475938;2158356
Résidentiel individuel;2A;P4;7007;8866;517;934;194;194;6946;967474;1453526
Résidentiel individuel;2A;P5;4194;5054;298;522;64;64;4038;587156;889457
Résidentiel individuel;2A;P6;4115;4592;311;342;0;0;3375;555364;847772
Résidentiel individuel;2A;;1657;2159;148;192;0;0;1702;224313;339123
Résidentiel individuel;2B;2021;1;1;0;0;0;0;1;50;158
Résidentiel individuel;2B;P0;12061;12620;2119;1383;0;0;7991;858535;1352248
Résidentiel individuel;2B;P1;1056;1121;188;146;0;0;722;92911;135889
Résidentiel individuel;2B;P2;3524;3915;514;578;1;0;2588;338175;487286
Résidentiel individuel;2B;P3;11167;13268;1034;1592;155;155;10168;1307615;1858986
Résidentiel individuel;2B;P4;6804;7874;474;1057;174;174;6134;837073;1209957
Résidentiel individuel;2B;P5;4514;5469;371;866;227;227;3933;586185;827169
Résidentiel individuel;2B;P6;4184;4891;269;494;18;18;3387;540582;749817
Résidentiel individuel;2B;;1616;1839;123;232;47;47;1406;187241;269177
Résidentiel individuel;30;2021;1;2;0;0;0;0;1;80;134
