ffo_bat_usage_niveau_1_txt;ffo_bat_mat_mur_txt;code_departement_insee;periode_construction;sum_batiment;sum_logement;sum_logement_vacant;sum_logement_loue;sum_logement_sociaux;sum_hlm;sum_logement_proprio;sum_shab;sum_sloc
Résidentiel collectif;pierre;41;P0;720;2746;754;1446;67;67;504;141824;209803
Résidentiel collectif;pierre;41;P1;32;99;28;38;0;0;29;5129;8721
Résidentiel collectif;pierre;41;P2;58;861;123;568;302;302;158;49426;71631
Résidentiel collectif;pierre;41;P3;17;107;21;64;45;45;22;6080;8427
Résidentiel collectif;pierre;41;P4;7;76;19;38;0;0;19;4507;6140
Résidentiel collectif;pierre;41;P5;2;9;2;2;7;0;0;703;715
Résidentiel collectif;pierre;41;P6;3;27;1;26;25;25;0;1780;2354
Résidentiel collectif;pierre;42;P0;7785;36841;9915;17435;1186;1186;8679;2401444;3461951
Résidentiel collectif;pierre;42;P1;745;3546;836;1654;235;235;983;225316;320316
Résidentiel collectif;pierre;42;P2;285;1638;395;794;184;184;415;109446;154464
Résidentiel collectif;pierre;42;P3;136;941;125;615;482;482;178;63227;87541
Résidentiel collectif;pierre;42;P4;109;968;113;612;401;401;235;70192;95371
Résidentiel collectif;pierre;42;P5;36;529;69;355;144;144;104;35711;53503
Résidentiel collectif;pierre;42;P6;45;372;60;161;94;94;79;26742;40865
Résidentiel collectif;pierre;43;P0;2257;7644;2277;3259;152;152;1959;460216;689651
Résidentiel collectif;pierre;43;P1;563;1818;550;666;37;37;561;114403;171769
Résidentiel collectif;pierre;43;P2;424;1414;403;524;51;51;454;89302;133382
Résidentiel collectif;pierre;43;P3;336;1293;293;665;344;338;300;80147;109331
Résidentiel collectif;pierre;43;P4;56;284;39;200;119;119;38;18227;26624
Résidentiel collectif;pierre;43;P5;20;126;22;63;6;6;40;8820;13567
Résidentiel collectif;pierre;43;P6;12;88;11;50;13;13;11;5787;8667
Résidentiel collectif;pierre;44;P0;2753;16283;2881;9013;237;194;4004;817283;1111806
Résidentiel collectif;pierre;44;P1;468;2341;320;1199;77;77;762;119267;159063
Résidentiel collectif;pierre;44;P2;232;1430;198;726;30;30;464;80509;112073
Résidentiel collectif;pierre;44;P3;61;622;72;395;83;83;150;29397;39090
Résidentiel collectif;pierre;44;P4;62;1218;139;659;124;124;309;58676;75267
Résidentiel collectif;pierre;44;P5;42;790;61;423;160;160;184;40695;52628
Résidentiel collectif;pierre;44;P6;48;1387;70;873;356;356;198;76360;104551
Résidentiel collectif;pierre;45;P0;1654;6691;1670;3430;172;166;1498;334840;488331
Résidentiel collectif;pierre;45;P1;100;346;87;169;3;3;86;20006;28777
Résidentiel collectif;pierre;45;P2;137;1111;174;715;451;451;205;70876;93395
Résidentiel collectif;pierre;45;P3;50;295;58;163;59;59;70;17370;23047
Résidentiel collectif;pierre;45;P4;68;618;80;393;242;242;142;30182;36793
Résidentiel collectif;pierre;45;P5;8;105;43;46;34;34;5;4946;8243
Résidentiel collectif;pierre;45;P6;8;53;13;37;26;26;1;3336;3857
Résidentiel collectif;pierre;46;P0;1249;4083;1130;1960;189;189;872;238701;350266
Résidentiel collectif;pierre;46;P1;132;422;119;211;15;15;79;24883;38602
Résidentiel collectif;pierre;46;P2;135;463;114;213;93;93;120;29687;42943
Résidentiel collectif;pierre;46;P3;110;387;75;172;34;34;96;24607;34697
Résidentiel collectif;pierre;46;P4;181;667;134;379;116;116;127;42339;56390
Résidentiel collectif;pierre;46;P5;22;95;23;62;18;18;8;5321;7440
Résidentiel collectif;pierre;46;P6;7;29;4;15;0;0;7;2437;4295
Résidentiel collectif;pierre;47;P0;1431;4947;1448;2700;45;45;713;295229;403920
Résidentiel collectif;pierre;47;P1;82;238;61;131;2;2;45;14070;18666
Résidentiel collectif;pierre;47;P2;86;374;98;221;67;67;50;25619;33651
Résidentiel collectif;pierre;47;P3;70;306;83;170;15;15;51;17428;23103
Résidentiel collectif;pierre;47;P4;119;901;155;665;106;106;67;47873;62478
Résidentiel collectif;pierre;47;P5;13;242;34;180;14;14;26;13121;15415
Résidentiel collectif;pierre;47;P6;6;71;9;38;0;0;2;4057;4469
Résidentiel collectif;pierre;48;P0;1384;4147;997;1291;23;23;1675;230545;334792
Résidentiel collectif;pierre;48;P1;244;718;186;196;0;0;291;41514;62976
Résidentiel collectif;pierre;48;P2;351;990;205;283;10;10;417;62140;93242
Résidentiel collectif;pierre;48;P3;194;717;194;305;112;42;172;39716;53568
Résidentiel collectif;pierre;48;P4;71;312;51;202;50;28;51;18846;24095
Résidentiel collectif;pierre;48;P5;15;52;9;17;6;6;26;3598;4432
Résidentiel collectif;pierre;48;P6;9;32;3;14;0;0;12;2341;3229
Résidentiel collectif;pierre;49;P0;2955;12595;2175;8139;131;89;2083;609847;855936
Résidentiel collectif;pierre;49;P1;135;488;93;264;4;4;126;25063;34704
Résidentiel collectif;pierre;49;P2;156;754;115;408;48;47;209;45807;63068
Résidentiel collectif;pierre;49;P3;92;826;112;497;91;58;203;48637;61247
Résidentiel collectif;pierre;49;P4;45;733;57;531;75;75;142;37941;51627
Résidentiel collectif;pierre;49;P5;14;104;13;84;51;51;6;5323;6826
Résidentiel collectif;pierre;49;P6;10;96;16;72;0;0;6;5215;6819
Résidentiel collectif;pierre;50;P0;1385;5462;1176;2989;46;46;1100;263067;359296
Résidentiel collectif;pierre;50;P1;90;340;88;157;0;0;85;15776;21987
Résidentiel collectif;pierre;50;P2;285;1047;248;611;60;60;156;59578;90324
Résidentiel collectif;pierre;50;P3;59;564;69;372;211;211;117;32658;40048
Résidentiel collectif;pierre;50;P4;28;269;31;176;77;77;54;15205;18242
Résidentiel collectif;pierre;50;P5;7;39;5;30;19;19;2;2314;3217
Résidentiel collectif;pierre;50;P6;4;14;1;11;0;0;2;562;660
Résidentiel collectif;pierre;51;P0;559;2392;584;1313;25;25;454;134189;195118
Résidentiel collectif;pierre;51;P1;324;1644;377;876;45;45;356;98635;148257
Résidentiel collectif;pierre;51;P2;60;475;70;340;166;166;61;27475;36969
Résidentiel collectif;pierre;51;P3;24;369;67;194;58;44;104;20798;27155
Résidentiel collectif;pierre;51;P4;28;336;49;227;95;95;38;19348;23856
Résidentiel collectif;pierre;51;P5;14;573;80;449;42;42;40;32477;39180
Résidentiel collectif;pierre;51;P6;7;297;32;190;18;18;20;17012;21375
Résidentiel collectif;pierre;52;P0;596;2103;738;970;33;33;326;133631;204546
Résidentiel collectif;pierre;52;P1;66;283;60;178;78;78;40;16884;24505
Résidentiel collectif;pierre;52;P2;55;219;50;131;27;27;32;14586;20804
Résidentiel collectif;pierre;52;P3;30;224;39;134;51;51;48;14873;19797
Résidentiel collectif;pierre;52;P4;21;192;33;142;116;116;15;15334;21036
Résidentiel collectif;pierre;52;P5;8;70;10;58;54;54;2;4473;5510
Résidentiel collectif;pierre;52;P6;2;12;0;11;0;0;1;882;1210
Résidentiel collectif;pierre;53;P0;981;3846;895;2390;55;55;506;185216;264494
Résidentiel collectif;pierre;53;P1;41;149;42;79;0;0;25;7388;10776
Résidentiel collectif;pierre;53;P2;30;178;26;85;1;1;65;11260;15186
Résidentiel collectif;pierre;53;P3;33;202;37;122;35;35;41;11642;14720
Résidentiel collectif;pierre;53;P4;26;354;48;257;79;79;46;19602;23443
Résidentiel collectif;pierre;53;P5;1;3;0;3;0;0;0;309;329
Résidentiel collectif;pierre;53;P6;5;33;1;29;14;14;0;2094;2872
Résidentiel collectif;pierre;54;P0;2010;8417;1892;4980;132;132;1379;508507;745500
Résidentiel collectif;pierre;54;P1;467;1857;461;1078;91;91;296;113135;167678
Résidentiel collectif;pierre;54;P2;179;845;181;403;5;5;240;60863;86109
Résidentiel collectif;pierre;54;P3;56;500;87;335;122;122;76;29622;39566
Résidentiel collectif;pierre;54;P4;73;442;103;278;166;127;56;29438;36704
Résidentiel collectif;pierre;54;P5;30;179;31;92;17;17;39;13417;16266
Résidentiel collectif;pierre;54;P6;28;278;14;197;140;140;35;18608;23260
Résidentiel collectif;pierre;55;P0;760;2719;1016;1236;45;45;408;174857;261327
Résidentiel collectif;pierre;55;P1;156;540;152;287;21;21;86;39323;61431
Résidentiel collectif;pierre;55;P2;55;214;63;113;11;11;29;13753;21690
Résidentiel collectif;pierre;55;P3;50;317;92;202;194;194;19;20127;23920
Résidentiel collectif;pierre;55;P4;28;113;27;80;20;20;6;9028;10946
Résidentiel collectif;pierre;55;P5;13;50;12;30;12;12;8;3735;4247
Résidentiel collectif;pierre;55;P6;7;55;23;28;22;22;1;3574;4752
Résidentiel collectif;pierre;56;P0;1592;6043;1373;2837;93;93;1654;305276;430791
Résidentiel collectif;pierre;56;P1;438;1539;317;706;30;30;464;76484;106971
Résidentiel collectif;pierre;56;P2;513;2022;424;923;40;40;589;108718;154854
Résidentiel collectif;pierre;56;P3;277;1861;313;818;354;354;679;82545;116836
Résidentiel collectif;pierre;56;P4;149;957;106;566;177;177;250;48242;59551
Résidentiel collectif;pierre;56;P5;23;251;21;213;53;53;13;14308;19059
Résidentiel collectif;pierre;56;P6;18;136;15;87;8;8;23;7388;9594
Résidentiel collectif;pierre;57;P0;4157;14704;3308;7458;411;411;3562;1030098;1526712
Résidentiel collectif;pierre;57;P1;1567;5357;972;2795;161;161;1485;369804;549568
Résidentiel collectif;pierre;57;P2;1457;5982;876;3364;660;660;1596;434930;662812
Résidentiel collectif;pierre;57;P3;265;2279;342;1306;518;518;599;150741;202884
Résidentiel collectif;pierre;57;P4;238;1621;313;881;186;131;408;110135;146531
Résidentiel collectif;pierre;57;P5;81;676;104;426;72;50;121;47621;70191
Résidentiel collectif;pierre;57;P6;48;472;54;306;166;143;98;32077;45153
Résidentiel collectif;pierre;58;P0;1681;5457;1816;2341;120;120;1195;307002;482703
Résidentiel collectif;pierre;58;P1;100;357;118;135;21;21;89;20035;30958
Résidentiel collectif;pierre;58;P2;71;516;105;326;204;204;74;31028;44054
Résidentiel collectif;pierre;58;P3;33;214;74;81;25;25;53;11409;14754
Résidentiel collectif;pierre;58;P4;18;116;22;89;49;49;4;6326;7276
Résidentiel collectif;pierre;58;P5;6;16;2;12;0;0;1;736;854
Résidentiel collectif;pierre;59;P0;154;760;198;448;11;11;86;36767;49524
Résidentiel collectif;pierre;59;P1;23;118;18;77;3;3;22;7061;9873
Résidentiel collectif;pierre;59;P2;21;219;59;117;53;30;42;12711;20470
Résidentiel collectif;pierre;59;P3;15;438;40;351;37;37;44;26564;31163
Résidentiel collectif;pierre;59;P4;20;313;46;225;152;152;32;19121;25374
Résidentiel collectif;pierre;59;P5;15;499;20;419;245;245;59;23253;29665
Résidentiel collectif;pierre;59;P6;39;1026;229;485;330;330;120;50787;66171
Résidentiel collectif;pierre;60;P0;920;4221;911;2254;173;173;851;212374;295919
Résidentiel collectif;pierre;60;P1;73;542;97;270;92;92;157;31376;41031
Résidentiel collectif;pierre;60;P2;284;4475;412;3431;2675;2675;589;282411;359773
Résidentiel collectif;pierre;60;P3;74;1065;117;686;345;345;254;62007;75501
Résidentiel collectif;pierre;60;P4;68;660;83;434;196;196;137;37447;46374
Résidentiel collectif;pierre;60;P5;35;262;34;206;38;38;19;14783;19357
Résidentiel collectif;pierre;60;P6;12;75;7;66;0;0;2;4028;5070
Résidentiel collectif;pierre;61;P0;1013;3861;1162;2046;190;190;420;186337;272499
Résidentiel collectif;pierre;61;P1;45;187;61;76;3;3;30;10406;14794
Résidentiel collectif;pierre;61;P2;145;853;197;452;35;35;152;46656;68245
Résidentiel collectif;pierre;61;P3;51;438;72;321;187;187;42;25172;34817
Résidentiel collectif;pierre;61;P4;43;502;65;248;187;187;26;23636;28045
Résidentiel collectif;pierre;61;P5;13;84;14;35;0;0;11;5698;7972
Résidentiel collectif;pierre;61;P6;9;49;11;35;16;16;1;2369;3377
Résidentiel collectif;pierre;62;P0;402;1742;423;1023;91;91;260;85106;110639
Résidentiel collectif;pierre;62;P1;95;423;94;224;10;10;91;20680;26314
Résidentiel collectif;pierre;62;P2;105;532;76;320;128;128;128;32016;44008
Résidentiel collectif;pierre;62;P3;25;369;46;208;112;112;108;19101;25831
Résidentiel collectif;pierre;62;P4;31;437;52;259;101;101;123;27600;35987
Résidentiel collectif;pierre;62;P5;18;229;34;151;90;90;44;13760;16889
Résidentiel collectif;pierre;62;P6;10;100;28;56;12;12;8;6949;7898
Résidentiel collectif;pierre;63;P0;3936;16353;4219;8252;394;394;3259;895801;1291120
Résidentiel collectif;pierre;63;P1;890;3788;791;1954;209;209;860;209345;296460
Résidentiel collectif;pierre;63;P2;563;2958;559;1158;102;102;1064;176191;240172
Résidentiel collectif;pierre;63;P3;198;1306;201;678;238;238;333;74232;101883
Résidentiel collectif;pierre;63;P4;122;1073;129;737;262;262;192;63303;88214
Résidentiel collectif;pierre;63;P5;54;855;58;455;151;151;98;43830;59850
Résidentiel collectif;pierre;63;P6;31;170;24;111;13;13;24;9995;14896
Résidentiel collectif;pierre;64;P0;3790;16039;3381;6392;140;140;5728;1040290;1390018
Résidentiel collectif;pierre;64;P1;525;2248;325;674;43;43;1118;145326;189475
Résidentiel collectif;pierre;64;P2;313;1473;254;505;29;29;636;98613;131036
Résidentiel collectif;pierre;64;P3;221;1766;182;842;258;258;690;108173;138677
Résidentiel collectif;pierre;64;P4;149;2287;228;1392;377;377;642;113872;143695
Résidentiel collectif;pierre;64;P5;79;975;78;536;121;121;349;58885;79476
Résidentiel collectif;pierre;64;P6;59;1122;93;547;270;270;262;56022;86119
Résidentiel collectif;pierre;65;P0;1328;5452;1337;1425;28;28;2198;307793;417917
Résidentiel collectif;pierre;65;P1;162;679;176;184;13;13;248;37622;51715
Résidentiel collectif;pierre;65;P2;135;547;120;134;0;0;178;30732;39825
Résidentiel collectif;pierre;65;P3;89;526;69;116;18;18;287;25515;32191
Résidentiel collectif;pierre;65;P4;69;486;57;137;48;6;221;25372;32741
Résidentiel collectif;pierre;65;P5;16;166;18;119;48;48;18;9249;12286
Résidentiel collectif;pierre;65;P6;11;49;3;24;0;0;12;3536;4372
Résidentiel collectif;pierre;66;P0;2772;9037;2005;3290;322;126;3350;474464;637110
Résidentiel collectif;pierre;66;P1;533;1719;374;553;12;12;718;93975;125072
Résidentiel collectif;pierre;66;P2;525;2072;353;785;129;129;863;113229;147234
Résidentiel collectif;pierre;66;P3;372;3723;367;674;63;63;2538;133832;190674
Résidentiel collectif;pierre;66;P4;131;1451;249;428;73;73;713;75192;105636
Résidentiel collectif;pierre;66;P5;131;1081;99;637;127;127;336;68334;90087
Résidentiel collectif;pierre;66;P6;33;185;21;116;77;77;23;12526;16667
Résidentiel collectif;pierre;67;P0;1828;6856;1170;3237;157;144;2203;493436;754684
Résidentiel collectif;pierre;67;P1;400;1558;201;798;178;50;521;112388;168967
Résidentiel collectif;pierre;67;P2;240;980;144;442;170;170;342;72322;118169
Résidentiel collectif;pierre;67;P3;191;1546;187;762;9;9;550;100638;147936
Résidentiel collectif;pierre;67;P4;261;2565;263;1476;407;192;776;158386;227234
Résidentiel collectif;pierre;67;P5;89;788;61;468;127;83;240;55432;83028
Résidentiel collectif;pierre;67;P6;45;690;102;254;97;94;155;41704;67489
Résidentiel collectif;pierre;68;P0;3270;11485;2512;4886;584;575;3672;776913;1214557
Résidentiel collectif;pierre;68;P1;858;2490;434;832;68;68;1126;178022;290117
Résidentiel collectif;pierre;68;P2;217;791;118;306;16;16;338;59169;94928
Résidentiel collectif;pierre;68;P3;143;1146;203;540;199;199;365;79559;106489
Résidentiel collectif;pierre;68;P4;209;1490;222;790;139;139;427;100003;142219
Résidentiel collectif;pierre;68;P5;59;718;63;460;120;120;181;49604;72423
Résidentiel collectif;pierre;68;P6;11;125;14;67;6;6;19;8102;12050
Résidentiel collectif;pierre;69;P0;7829;65485;9329;36410;3599;3549;18023;4107599;5679361
Résidentiel collectif;pierre;69;P1;323;2761;411;1505;266;266;750;167400;226295
Résidentiel collectif;pierre;69;P2;172;2238;239;1170;364;319;790;152695;204968
Résidentiel collectif;pierre;69;P3;119;1815;162;1287;855;845;353;110553;143027
Résidentiel collectif;pierre;69;P4;208;2844;247;1723;599;599;829;190017;261323
Résidentiel collectif;pierre;69;P5;125;2748;230;1998;513;275;499;147009;202976
Résidentiel collectif;pierre;69;P6;100;1921;190;1120;512;477;503;115907;161050
Résidentiel collectif;pierre;70;P0;2290;8148;2208;4164;307;307;1616;561955;855315
Résidentiel collectif;pierre;70;P1;176;615;165;310;41;41;132;40498;63347
Résidentiel collectif;pierre;70;P2;123;561;124;329;134;134;104;39322;62599
Résidentiel collectif;pierre;70;P3;53;274;65;145;20;20;56;17133;23087
Résidentiel collectif;pierre;70;P4;110;467;86;327;85;85;42;33739;44364
Résidentiel collectif;pierre;70;P5;21;93;9;74;0;0;8;6956;8165
Résidentiel collectif;pierre;70;P6;10;42;6;32;0;0;4;3003;3615
Résidentiel collectif;pierre;71;P0;5543;19697;5254;8941;671;620;5051;1247126;1999335
Résidentiel collectif;pierre;71;P1;329;1161;372;482;11;11;272;71637;117071
Résidentiel collectif;pierre;71;P2;173;750;166;390;92;92;172;49956;77464
Résidentiel collectif;pierre;71;P3;67;809;152;422;198;151;160;47928;65080
Résidentiel collectif;pierre;71;P4;71;609;80;342;157;143;182;39470;51054
Résidentiel collectif;pierre;71;P5;18;140;24;84;23;14;29;9726;13396
Résidentiel collectif;pierre;71;P6;14;200;53;98;125;53;14;13710;19506
Résidentiel collectif;pierre;72;P0;914;3531;1012;2051;119;119;416;168594;245651
Résidentiel collectif;pierre;72;P1;55;224;45;131;0;0;46;10650;15889
Résidentiel collectif;pierre;72;P2;64;439;98;257;90;90;80;21190;29440
Résidentiel collectif;pierre;72;P3;29;275;48;153;20;20;71;14971;21455
Résidentiel collectif;pierre;72;P4;16;120;27;77;0;0;15;6919;10085
Résidentiel collectif;pierre;72;P5;3;8;2;6;0;0;0;491;988
Résidentiel collectif;pierre;72;P6;4;78;7;38;0;0;32;5448;6616
Résidentiel collectif;pierre;73;P0;2869;11041;2055;3570;200;175;4902;650083;968345
Résidentiel collectif;pierre;73;P1;527;2114;299;727;211;211;968;133038;199124
Résidentiel collectif;pierre;73;P2;575;3552;369;921;478;474;2066;194603;284768
Résidentiel collectif;pierre;73;P3;439;2868;199;574;269;269;1720;138366;179141
Résidentiel collectif;pierre;73;P4;251;2246;200;548;183;165;957;112332;149071
Résidentiel collectif;pierre;73;P5;116;1012;54;354;122;118;306;64086;87068
Résidentiel collectif;pierre;73;P6;43;571;63;138;66;9;231;36577;55015
Résidentiel collectif;pierre;74;P0;2585;9249;1495;3291;181;174;4001;599607;879372
Résidentiel collectif;pierre;74;P1;517;2001;261;656;7;7;984;129443;189770
Résidentiel collectif;pierre;74;P2;375;1370;189;405;13;13;680;88345;128248
Résidentiel collectif;pierre;74;P3;453;4250;288;1055;213;213;2745;205873;279302
Résidentiel collectif;pierre;74;P4;396;4923;344;1566;416;332;2764;276796;370293
Résidentiel collectif;pierre;74;P5;115;1193;75;584;192;152;407;73907;103820
Résidentiel collectif;pierre;74;P6;95;1267;153;631;566;330;352;79656;109961
Résidentiel collectif;pierre;75;P0;8269;144725;15198;66146;3432;2682;57402;7505269;9743722
Résidentiel collectif;pierre;75;P1;619;13947;1374;6471;895;793;5567;792127;974033
Résidentiel collectif;pierre;75;P2;226;7569;585;3950;2079;1839;2845;456017;605121
Résidentiel collectif;pierre;75;P3;140;7471;559;5081;3155;2404;1716;413969;549820
Résidentiel collectif;pierre;75;P4;157;5755;530;3348;2019;1288;1541;339454;454100
Résidentiel collectif;pierre;75;P5;19;510;31;266;103;99;202;31344;43691
Résidentiel collectif;pierre;75;P6;38;1233;208;524;703;661;199;60079;83898
Résidentiel collectif;pierre;76;P0;233;1466;339;794;16;12;276;68041;86798
Résidentiel collectif;pierre;76;P1;10;41;9;18;0;0;13;2558;3492
Résidentiel collectif;pierre;76;P2;111;1250;189;836;589;589;208;81229;106030
Résidentiel collectif;pierre;76;P3;30;912;77;727;600;600;86;54207;67223
Résidentiel collectif;pierre;76;P4;32;354;63;257;130;130;27;21650;26407
Résidentiel collectif;pierre;76;P5;31;526;89;354;142;142;77;28938;35125
Résidentiel collectif;pierre;76;P6;20;613;75;475;341;341;38;38650;49296
Résidentiel collectif;pierre;77;P0;2903;12463;2749;6657;273;256;2776;616000;858580
Résidentiel collectif;pierre;77;P1;170;759;140;399;20;20;201;39183;56391
Résidentiel collectif;pierre;77;P2;142;1229;231;528;165;165;448;75214;102443
Résidentiel collectif;pierre;77;P3;105;1202;171;670;401;401;339;71539;96278
Résidentiel collectif;pierre;77;P4;142;3154;407;1595;702;636;850;162600;200910
Résidentiel collectif;pierre;77;P5;59;1632;199;1017;495;172;407;77502;93297
Résidentiel collectif;pierre;77;P6;49;1285;423;383;341;341;323;61586;78951
Résidentiel collectif;pierre;78;P0;1368;7877;1326;3754;210;210;2595;406030;551617
Résidentiel collectif;pierre;78;P1;127;649;107;333;0;0;183;30708;43029
Résidentiel collectif;pierre;78;P2;235;4662;429;1405;97;97;2741;339613;468172
Résidentiel collectif;pierre;78;P3;73;1606;166;700;262;262;713;113421;155668
Résidentiel collectif;pierre;78;P4;71;1123;161;667;257;257;276;60946;78492
Résidentiel collectif;pierre;78;P5;30;343;33;208;7;7;101;20972;27888
Résidentiel collectif;pierre;78;P6;38;941;108;476;169;84;228;53073;73760
Résidentiel collectif;pierre;79;P0;862;3444;961;2207;60;60;210;151730;196804
