ffo_bat_usage_niveau_1_txt;ffo_bat_mat_mur_txt;code_departement_insee;periode_construction;sum_batiment;sum_logement;sum_logement_vacant;sum_logement_loue;sum_logement_sociaux;sum_hlm;sum_logement_proprio;sum_shab;sum_sloc
Résidentiel individuel;bois;68;P4;1258;1360;43;98;24;24;1184;160910;274465
Résidentiel individuel;bois;68;P5;921;1023;28;182;104;104;791;125993;206720
Résidentiel individuel;bois;68;P6;1240;1512;48;182;67;67;1091;178757;285117
Résidentiel individuel;bois;69;P0;474;514;50;59;2;2;393;56961;104181
Résidentiel individuel;bois;69;P1;154;162;20;16;0;0;122;15217;23741
Résidentiel individuel;bois;69;P2;333;344;21;33;0;0;278;30296;53367
Résidentiel individuel;bois;69;P3;874;1008;56;68;22;22;872;103229;168721
Résidentiel individuel;bois;69;P4;343;386;23;51;8;8;303;43209;68110
Résidentiel individuel;bois;69;P5;440;497;9;79;40;40;406;58130;87367
Résidentiel individuel;bois;69;P6;601;654;19;56;24;24;498;76725;108591
Résidentiel individuel;bois;70;P0;674;723;120;61;1;1;527;74391;151608
Résidentiel individuel;bois;70;P1;54;54;8;4;0;0;40;5281;10082
Résidentiel individuel;bois;70;P2;173;185;24;14;0;0;141;10121;18315
Résidentiel individuel;bois;70;P3;458;479;27;33;10;10;409;35203;60516
Résidentiel individuel;bois;70;P4;545;610;22;70;20;20;510;59153;95340
Résidentiel individuel;bois;70;P5;516;530;20;40;3;3;466;58928;91176
Résidentiel individuel;bois;70;P6;381;409;20;25;0;0;322;45829;69354
Résidentiel individuel;bois;71;P0;4298;4473;649;403;3;3;3333;448908;872036
Résidentiel individuel;bois;71;P1;138;150;16;19;0;0;113;14445;28570
Résidentiel individuel;bois;71;P2;188;196;20;17;2;2;157;17618;34088
Résidentiel individuel;bois;71;P3;532;549;30;32;1;1;480;48607;85008
Résidentiel individuel;bois;71;P4;341;386;18;94;40;40;265;36957;57749
Résidentiel individuel;bois;71;P5;589;693;25;195;161;161;468;73642;113892
Résidentiel individuel;bois;71;P6;343;431;22;91;87;87;274;45317;68775
Résidentiel individuel;bois;72;P0;1244;1293;133;194;1;1;945;131825;240120
Résidentiel individuel;bois;72;P1;478;496;49;69;0;0;371;35093;58944
Résidentiel individuel;bois;72;P2;484;515;56;66;9;9;388;37599;65389
Résidentiel individuel;bois;72;P3;1060;1347;71;337;217;217;928;107395;164850
Résidentiel individuel;bois;72;P4;736;822;24;149;72;72;632;84755;126406
Résidentiel individuel;bois;72;P5;679;721;15;107;25;25;594;82498;117750
Résidentiel individuel;bois;72;P6;585;729;24;217;146;146;434;75641;102734
Résidentiel individuel;bois;73;P0;2720;2812;383;121;0;0;2214;219340;360494
Résidentiel individuel;bois;73;P1;270;283;40;21;1;1;208;23262;37720
Résidentiel individuel;bois;73;P2;980;1010;84;46;0;0;861;80410;131482
Résidentiel individuel;bois;73;P3;1284;1456;62;54;11;11;1303;122322;192608
Résidentiel individuel;bois;73;P4;1371;1435;41;60;0;0;1293;160259;244680
Résidentiel individuel;bois;73;P5;1151;1193;35;59;0;0;1076;147098;220364
Résidentiel individuel;bois;73;P6;1328;1415;43;102;43;43;1130;176133;251474
Résidentiel individuel;bois;74;P0;8595;8951;1137;541;0;0;6810;768793;1233276
Résidentiel individuel;bois;74;P1;965;1031;86;74;0;0;828;91814;144119
Résidentiel individuel;bois;74;P2;3345;3599;199;241;0;0;3054;286168;451343
Résidentiel individuel;bois;74;P3;5203;5972;200;396;31;31;5199;527775;842785
Résidentiel individuel;bois;74;P4;3851;4267;131;223;12;12;3813;481766;735202
Résidentiel individuel;bois;74;P5;2567;2713;73;181;4;4;2397;353979;528900
Résidentiel individuel;bois;74;P6;3156;3379;108;150;0;0;2725;415258;592509
Résidentiel individuel;bois;75;P0;55;67;5;13;0;0;45;9302;12130
Résidentiel individuel;bois;75;P1;13;13;1;0;0;0;11;2136;2692
Résidentiel individuel;bois;75;P2;2;3;0;0;0;0;3;142;162
Résidentiel individuel;bois;75;P3;1;1;0;0;0;0;1;99;99
Résidentiel individuel;bois;75;P4;2;2;0;0;0;0;2;239;340
Résidentiel individuel;bois;75;P5;1;2;0;1;0;0;1;219;340
Résidentiel individuel;bois;75;P6;1;1;1;0;0;0;0;367;484
Résidentiel individuel;bois;76;P0;10803;11259;940;1487;18;18;8654;1131804;1915287
Résidentiel individuel;bois;76;P1;1318;1356;96;163;0;0;1073;111129;172652
Résidentiel individuel;bois;76;P2;2214;2324;169;238;8;8;1889;185210;297779
Résidentiel individuel;bois;76;P3;2459;2933;129;586;459;442;2198;292771;438243
Résidentiel individuel;bois;76;P4;1248;1504;60;395;281;278;1026;172605;236563
Résidentiel individuel;bois;76;P5;1513;1799;72;442;237;214;1268;208993;271297
Résidentiel individuel;bois;76;P6;1159;1704;121;553;505;389;858;180630;232908
Résidentiel individuel;bois;77;P0;894;947;120;100;0;0;707;93514;162036
Résidentiel individuel;bois;77;P1;855;888;77;125;0;0;673;59657;92416
Résidentiel individuel;bois;77;P2;1371;1586;205;249;0;0;1099;92927;145189
Résidentiel individuel;bois;77;P3;1898;2143;134;257;191;191;1725;186283;260297
Résidentiel individuel;bois;77;P4;289;359;27;48;25;25;274;32455;45070
Résidentiel individuel;bois;77;P5;299;408;20;126;103;103;256;41673;52949
Résidentiel individuel;bois;77;P6;425;652;49;86;30;30;440;58993;73411
Résidentiel individuel;bois;78;P0;574;628;61;68;0;0;482;74076;118133
Résidentiel individuel;bois;78;P1;977;1015;74;70;3;3;853;78879;119221
Résidentiel individuel;bois;78;P2;994;1089;79;100;1;1;893;90987;145214
Résidentiel individuel;bois;78;P3;1224;1950;63;135;21;21;1702;186999;275973
Résidentiel individuel;bois;78;P4;253;367;24;118;92;92;216;42542;59892
Résidentiel individuel;bois;78;P5;320;362;9;53;0;0;297;47560;67568
Résidentiel individuel;bois;78;P6;434;486;20;30;35;35;347;63291;84185
Résidentiel individuel;bois;79;P0;594;607;71;73;0;0;457;69739;129480
Résidentiel individuel;bois;79;P1;64;69;8;19;0;0;42;7403;11912
Résidentiel individuel;bois;79;P2;151;157;13;20;0;0;118;14217;24067
Résidentiel individuel;bois;79;P3;366;458;16;128;64;64;311;43896;70643
Résidentiel individuel;bois;79;P4;198;216;11;34;7;7;170;24614;37604
Résidentiel individuel;bois;79;P5;539;613;12;150;80;80;445;67652;93728
Résidentiel individuel;bois;79;P6;453;540;12;158;90;90;333;54816;76608
Résidentiel individuel;bois;80;P0;2920;3051;331;534;17;17;2124;276333;502916
Résidentiel individuel;bois;80;P1;1323;1368;167;212;1;1;961;107146;185422
Résidentiel individuel;bois;80;P2;938;1099;104;146;11;11;826;78574;122793
Résidentiel individuel;bois;80;P3;1208;1390;110;165;87;87;1076;102350;157650
Résidentiel individuel;bois;80;P4;445;610;51;106;76;76;408;47522;68754
Résidentiel individuel;bois;80;P5;589;668;33;146;37;37;484;74849;101965
Résidentiel individuel;bois;80;P6;437;546;36;119;84;84;340;57612;76872
Résidentiel individuel;bois;81;P0;1124;1170;157;173;1;1;800;131220;218745
Résidentiel individuel;bois;81;P1;145;150;11;25;1;1;108;15663;25946
Résidentiel individuel;bois;81;P2;418;431;34;62;1;1;328;37863;65015
Résidentiel individuel;bois;81;P3;544;559;37;61;0;0;451;52844;86356
Résidentiel individuel;bois;81;P4;367;462;34;46;0;0;295;38706;63179
Résidentiel individuel;bois;81;P5;548;596;29;87;35;35;471;67239;102843
Résidentiel individuel;bois;81;P6;510;537;13;64;19;19;401;59069;90739
Résidentiel individuel;bois;82;P0;448;462;63;57;1;1;333;51157;84615
Résidentiel individuel;bois;82;P1;66;68;13;7;0;0;47;6939;11583
Résidentiel individuel;bois;82;P2;167;176;13;30;0;0;131;15672;25990
Résidentiel individuel;bois;82;P3;283;302;21;36;0;0;232;28104;44409
Résidentiel individuel;bois;82;P4;88;107;11;12;0;0;75;9877;15961
Résidentiel individuel;bois;82;P5;264;360;19;25;0;0;232;34905;51158
Résidentiel individuel;bois;82;P6;206;263;31;42;34;0;169;25946;35994
Résidentiel individuel;bois;83;P0;328;357;55;47;0;0;231;31128;48569
Résidentiel individuel;bois;83;P1;82;93;9;10;0;0;69;6470;9738
Résidentiel individuel;bois;83;P2;350;486;34;77;0;0;349;29512;43966
Résidentiel individuel;bois;83;P3;643;727;32;69;0;0;606;59378;90159
Résidentiel individuel;bois;83;P4;451;602;34;70;0;0;475;39135;49266
Résidentiel individuel;bois;83;P5;212;237;17;23;0;0;185;21438;31825
Résidentiel individuel;bois;83;P6;297;978;32;47;0;0;826;67466;89960
Résidentiel individuel;bois;84;P0;192;214;27;45;0;0;138;19922;31946
Résidentiel individuel;bois;84;P1;18;26;9;4;0;0;13;2099;3013
Résidentiel individuel;bois;84;P2;119;124;15;19;0;0;89;9584;14933
Résidentiel individuel;bois;84;P3;285;347;17;69;4;4;250;32097;46917
Résidentiel individuel;bois;84;P4;106;145;7;13;0;0;88;11357;17402
Résidentiel individuel;bois;84;P5;161;198;9;49;24;24;129;19391;27484
Résidentiel individuel;bois;84;P6;300;344;17;49;17;17;229;34881;49292
Résidentiel individuel;bois;85;P0;633;662;56;80;1;1;508;69567;115646
Résidentiel individuel;bois;85;P1;101;109;9;13;1;1;87;11207;17563
Résidentiel individuel;bois;85;P2;342;384;21;23;1;1;331;27804;42259
Résidentiel individuel;bois;85;P3;447;563;20;63;23;23;392;44322;68458
Résidentiel individuel;bois;85;P4;462;545;17;69;0;0;430;52791;79924
Résidentiel individuel;bois;85;P5;1360;1469;26;220;109;103;1210;162616;239419
Résidentiel individuel;bois;85;P6;1405;1566;33;203;53;53;1130;161320;229688
Résidentiel individuel;bois;86;P0;711;743;101;80;2;2;539;79450;141710
Résidentiel individuel;bois;86;P1;101;104;11;18;0;0;73;9425;16240
Résidentiel individuel;bois;86;P2;256;267;23;28;1;1;209;22760;39457
Résidentiel individuel;bois;86;P3;634;771;43;240;213;187;477;71556;114383
Résidentiel individuel;bois;86;P4;390;534;32;260;240;240;241;51022;74226
Résidentiel individuel;bois;86;P5;744;918;30;225;153;153;641;100352;136997
Résidentiel individuel;bois;86;P6;462;522;22;114;45;45;350;56339;75365
Résidentiel individuel;bois;87;P0;978;1025;169;120;0;0;710;99083;177680
Résidentiel individuel;bois;87;P1;207;215;20;25;3;3;167;18680;34706
Résidentiel individuel;bois;87;P2;242;254;21;22;0;0;208;19392;36020
Résidentiel individuel;bois;87;P3;375;421;35;39;11;11;319;34422;56107
Résidentiel individuel;bois;87;P4;330;347;36;22;4;4;272;34629;55102
Résidentiel individuel;bois;87;P5;487;505;19;24;0;0;448;57380;87619
Résidentiel individuel;bois;87;P6;286;402;24;73;87;87;227;37792;55864
Résidentiel individuel;bois;88;P0;1541;1597;223;104;0;0;1212;173357;321273
Résidentiel individuel;bois;88;P1;210;219;29;12;0;0;171;20467;37589
Résidentiel individuel;bois;88;P2;661;711;71;61;10;10;553;56985;97953
Résidentiel individuel;bois;88;P3;1256;1406;87;162;120;120;1100;108903;184246
Résidentiel individuel;bois;88;P4;1707;1930;82;286;181;181;1431;186200;276503
Résidentiel individuel;bois;88;P5;1155;1307;49;168;67;67;1003;146458;211660
Résidentiel individuel;bois;88;P6;965;1100;71;116;26;26;737;118346;172229
Résidentiel individuel;bois;89;P0;1119;1188;179;123;2;2;847;114203;228444
Résidentiel individuel;bois;89;P1;89;91;18;12;0;0;60;6677;12662
Résidentiel individuel;bois;89;P2;648;664;70;39;0;0;542;40556;61639
Résidentiel individuel;bois;89;P3;794;838;71;74;30;30;671;54616;88398
Résidentiel individuel;bois;89;P4;177;213;18;30;21;21;156;15038;23036
Résidentiel individuel;bois;89;P5;211;232;11;51;38;38;162;24494;34295
Résidentiel individuel;bois;89;P6;229;238;12;8;0;0;190;25840;37700
Résidentiel individuel;bois;90;P0;287;294;28;26;0;0;231;35534;74646
Résidentiel individuel;bois;90;P1;50;50;3;3;0;0;44;5479;10321
Résidentiel individuel;bois;90;P2;102;103;10;7;0;0;85;7845;15120
Résidentiel individuel;bois;90;P3;115;118;3;5;0;0;107;11328;20073
Résidentiel individuel;bois;90;P4;264;275;8;21;10;10;244;30514;46946
Résidentiel individuel;bois;90;P5;241;246;6;15;0;0;224;29722;43906
Résidentiel individuel;bois;90;P6;171;191;6;34;17;17;134;22192;33332
Résidentiel individuel;bois;91;P0;376;402;39;43;0;0;311;39294;67713
Résidentiel individuel;bois;91;P1;1421;1459;119;121;1;1;1173;102623;158533
Résidentiel individuel;bois;91;P2;1364;1447;129;111;3;3;1162;100950;162026
Résidentiel individuel;bois;91;P3;1377;1475;58;116;53;53;1271;142454;221646
Résidentiel individuel;bois;91;P4;201;214;8;20;0;0;181;21549;31770
Résidentiel individuel;bois;91;P5;235;268;13;24;0;0;224;30291;42695
Résidentiel individuel;bois;91;P6;386;427;20;60;24;24;301;45227;60416
Résidentiel individuel;bois;92;P0;291;305;12;28;0;0;253;36750;53163
Résidentiel individuel;bois;92;P1;885;931;72;102;0;0;732;77697;110124
Résidentiel individuel;bois;92;P2;174;202;8;15;0;0;176;20919;31245
Résidentiel individuel;bois;92;P3;88;116;8;10;0;0;97;13743;19857
Résidentiel individuel;bois;92;P4;58;65;0;10;0;0;54;9156;12954
Résidentiel individuel;bois;92;P5;88;100;2;9;0;0;86;15730;22419
Résidentiel individuel;bois;92;P6;129;137;5;12;0;0;112;18797;26260
Résidentiel individuel;bois;93;P0;322;354;37;54;0;0;254;26028;40378
Résidentiel individuel;bois;93;P1;1961;2111;252;326;3;3;1474;130058;189813
Résidentiel individuel;bois;93;P2;508;560;59;75;0;0;415;39337;58828
Résidentiel individuel;bois;93;P3;262;294;11;43;24;24;235;27299;39932
Résidentiel individuel;bois;93;P4;66;82;5;8;0;0;69;7600;10762
Résidentiel individuel;bois;93;P5;47;60;3;9;4;4;44;6484;8341
Résidentiel individuel;bois;93;P6;67;109;4;27;0;0;67;9750;12560
Résidentiel individuel;bois;94;P0;356;386;30;33;0;0;311;32853;50912
Résidentiel individuel;bois;94;P1;1127;1204;136;151;0;0;887;79396;118308
Résidentiel individuel;bois;94;P2;369;425;51;58;9;9;308;31959;50542
Résidentiel individuel;bois;94;P3;273;330;18;10;0;0;296;32504;48334
Résidentiel individuel;bois;94;P4;55;65;1;8;2;2;53;7655;11173
Résidentiel individuel;bois;94;P5;53;74;3;23;15;15;46;8327;11126
Résidentiel individuel;bois;94;P6;123;134;5;11;0;0;82;14567;18776
Résidentiel individuel;bois;95;P0;408;431;41;45;0;0;341;39848;61413
Résidentiel individuel;bois;95;P1;1381;1437;143;139;2;2;1126;95755;148441
Résidentiel individuel;bois;95;P2;1048;1112;100;118;2;2;862;75804;125961
Résidentiel individuel;bois;95;P3;839;900;21;89;42;42;781;89501;135885
Résidentiel individuel;bois;95;P4;128;160;8;44;20;20;104;15311;21783
Résidentiel individuel;bois;95;P5;145;172;2;39;25;25;131;18606;25340
Résidentiel individuel;bois;95;P6;225;266;15;39;9;9;174;28651;38026
Résidentiel individuel;briques;01;P0;1026;1119;134;130;3;3;837;136407;248497
Résidentiel individuel;briques;01;P1;145;151;15;20;0;0;112;16180;31378
Résidentiel individuel;briques;01;P2;774;819;68;98;24;24;645;84392;159919
Résidentiel individuel;briques;01;P3;1663;1770;56;156;81;81;1547;199232;354439
Résidentiel individuel;briques;01;P4;1464;1525;35;194;25;25;1293;196817;337732
Résidentiel individuel;briques;01;P5;1944;2074;57;212;52;52;1801;252912;396373
Résidentiel individuel;briques;01;P6;3539;3993;138;610;352;332;2746;449704;653621
Résidentiel individuel;briques;02;P0;29058;30413;3869;6493;297;297;19636;3090506;6106884
Résidentiel individuel;briques;02;P1;31397;32545;3258;6777;193;192;22065;3205982;5990768
Résidentiel individuel;briques;02;P2;10339;10854;832;2189;627;627;7728;947709;1769424
Résidentiel individuel;briques;02;P3;6873;7060;217;623;207;207;6178;758782;1458547
Résidentiel individuel;briques;02;P4;1238;1361;47;217;92;92;1086;167824;288104
Résidentiel individuel;briques;02;P5;1752;1913;60;387;55;55;1459;227107;348332
Résidentiel individuel;briques;02;P6;1742;1980;74;355;137;137;1347;217139;308355
Résidentiel individuel;briques;03;P0;10596;11014;1671;1631;1;1;7452;1100898;2038246
Résidentiel individuel;briques;03;P1;2919;3001;333;393;0;0;2223;273300;525648
Résidentiel individuel;briques;03;P2;3544;3604;327;403;0;0;2820;326479;643889
Résidentiel individuel;briques;03;P3;1381;1432;91;145;1;1;1173;146479;281255
Résidentiel individuel;briques;03;P4;539;553;16;47;1;1;488;64180;108705
Résidentiel individuel;briques;03;P5;2117;2298;42;492;247;247;1751;261422;399977
Résidentiel individuel;briques;03;P6;2301;2423;47;270;85;85;1836;276491;403242
Résidentiel individuel;briques;04;P0;427;448;62;49;0;0;318;39279;66491
Résidentiel individuel;briques;04;P1;163;171;26;23;0;0;113;14675;24453
Résidentiel individuel;briques;04;P2;657;698;60;81;0;0;532;61814;103538
Résidentiel individuel;briques;04;P3;1135;1248;87;105;8;8;1007;121504;203791
Résidentiel individuel;briques;04;P4;294;305;21;30;0;0;250;34110;57845
Résidentiel individuel;briques;04;P5;410;462;31;79;41;41;343;50981;79504
Résidentiel individuel;briques;04;P6;520;543;35;55;22;0;402;55492;79821
Résidentiel individuel;briques;05;P0;237;240;35;24;0;0;174;21315;37353
Résidentiel individuel;briques;05;P1;145;151;23;12;0;0;111;12635;23514
Résidentiel individuel;briques;05;P2;369;381;24;40;0;0;300;34464;59997
Résidentiel individuel;briques;05;P3;276;288;16;26;0;0;239;29774;51107
Résidentiel individuel;briques;05;P4;249;254;5;19;0;0;223;29562;47694
Résidentiel individuel;briques;05;P5;364;464;27;89;0;0;340;47081;73041
Résidentiel individuel;briques;05;P6;691;709;16;51;8;0;534;74664;106319
Résidentiel individuel;briques;06;P0;1460;1538;173;175;0;0;1118;146111;217364
Résidentiel individuel;briques;06;P1;2198;2300;190;249;0;0;1763;212690;317666
Résidentiel individuel;briques;06;P2;1803;1885;116;199;0;0;1521;195893;315615
Résidentiel individuel;briques;06;P3;1014;1088;65;90;2;2;893;122380;194745
Résidentiel individuel;briques;06;P4;711;804;31;41;12;12;705;93306;147919
Résidentiel individuel;briques;06;P5;601;636;17;56;0;0;544;81527;131930
Résidentiel individuel;briques;06;P6;965;1051;33;68;0;0;848;122919;175886
Résidentiel individuel;briques;07;P0;675;708;81;77;1;1;523;67685;126538
Résidentiel individuel;briques;07;P1;174;182;12;18;0;0;147;14950;28038
Résidentiel individuel;briques;07;P2;346;361;26;33;0;0;294;32493;61015
Résidentiel individuel;briques;07;P3;896;937;41;44;0;0;836;93958;165925
Résidentiel individuel;briques;07;P4;777;826;27;76;7;7;711;95304;166292
Résidentiel individuel;briques;07;P5;2123;2307;102;280;76;76;1861;262997;420557
Résidentiel individuel;briques;07;P6;3086;3284;105;327;64;42;2351;358203;536159
Résidentiel individuel;briques;08;P0;6944;7310;943;1109;23;23;5063;805765;1520226
Résidentiel individuel;briques;08;P1;4675;4952;517;931;154;154;3403;496740;934379
Résidentiel individuel;briques;08;P2;3536;3976;298;868;463;463;2762;339196;618826
Résidentiel individuel;briques;08;P3;1176;1254;60;159;70;70;1027;134809;262624
Résidentiel individuel;briques;08;P4;232;247;14;23;1;1;206;31527;56799
Résidentiel individuel;briques;08;P5;811;840;31;117;3;3;685;111329;183456
Résidentiel individuel;briques;08;P6;938;1140;57;256;128;0;709;129432;195932
Résidentiel individuel;briques;09;P0;4059;4234;492;688;0;0;2948;438216;721927
Résidentiel individuel;briques;09;P1;788;815;69;114;0;0;614;81763;142497
Résidentiel individuel;briques;09;P2;5663;5830;413;945;2;2;4374;549182;926167
Résidentiel individuel;briques;09;P3;9008;9343;396;913;45;45;7799;980492;1672614
Résidentiel individuel;briques;09;P4;4270;4396;128;531;0;0;3680;501191;836500
Résidentiel individuel;briques;09;P5;2618;2716;71;433;46;46;2185;314071;494199
Résidentiel individuel;briques;09;P6;1775;1984;97;388;138;133;1292;218049;326400
Résidentiel individuel;briques;10;P0;8784;9199;1283;969;51;51;6760;1044267;2165551
Résidentiel individuel;briques;10;P1;3393;3480;257;458;38;38;2715;312380;550020
Résidentiel individuel;briques;10;P2;4254;4448;349;677;201;198;3364;405516;782096
Résidentiel individuel;briques;10;P3;4765;4962;195;478;178;177;4248;518100;975826
Résidentiel individuel;briques;10;P4;320;352;17;56;11;11;278;45031;77146
Résidentiel individuel;briques;10;P5;763;902;41;231;148;148;624;110417;163450
Résidentiel individuel;briques;10;P6;1491;1702;51;330;237;178;1119;196917;276104
Résidentiel individuel;briques;11;P0;3709;4016;611;683;3;3;2585;404504;609994
Résidentiel individuel;briques;11;P1;2238;2324;289;350;1;1;1633;205930;307049
Résidentiel individuel;briques;11;P2;9852;10708;892;1459;76;76;8149;968087;1402163
Résidentiel individuel;briques;11;P3;23402;29235;1353;3214;913;909;24164;2636008;3910682
Résidentiel individuel;briques;11;P4;12129;15088;619;1748;314;308;12417;1470589;2277969
Résidentiel individuel;briques;11;P5;5922;6475;293;1208;409;409;4772;716400;1074317
Résidentiel individuel;briques;11;P6;5669;6406;281;1058;467;467;4145;677673;945949
Résidentiel individuel;briques;12;P0;1520;1545;236;142;1;1;1128;149198;276128
Résidentiel individuel;briques;12;P1;531;539;76;40;0;0;409;49446;92925
Résidentiel individuel;briques;12;P2;3208;3255;292;300;0;0;2585;304209;591516
Résidentiel individuel;briques;12;P3;3329;3382;177;174;0;0;2988;357192;673788
Résidentiel individuel;briques;12;P4;1027;1053;38;67;8;8;938;119149;209608
Résidentiel individuel;briques;12;P5;1253;1298;33;118;15;15;1138;149556;246716
Résidentiel individuel;briques;12;P6;1236;1274;30;110;51;51;1033;141032;218777
Résidentiel individuel;briques;13;P0;4150;4488;480;751;5;6;3099;367477;537614
Résidentiel individuel;briques;13;P1;5487;6291;537;1222;407;407;4339;447995;647843
Résidentiel individuel;briques;13;P2;4396;4735;339;638;25;25;3590;412145;627275
Résidentiel individuel;briques;13;P3;7505;7833;249;653;2;2;6806;821089;1202295
Résidentiel individuel;briques;13;P4;1850;1982;71;229;1;1;1641;224907;353299
Résidentiel individuel;briques;13;P5;1784;1919;56;246;0;0;1595;215166;324029
Résidentiel individuel;briques;13;P6;3900;4186;139;398;79;79;3124;447055;627400
Résidentiel individuel;briques;14;P0;11033;11980;1197;1504;11;11;8971;1318301;2019430
Résidentiel individuel;briques;14;P1;3657;3909;275;524;164;164;3059;360507;530162
Résidentiel individuel;briques;14;P2;11828;12914;772;2418;1047;1047;9589;1148719;1991888
Résidentiel individuel;briques;14;P3;3582;3757;146;294;81;81;3295;409476;712941
Résidentiel individuel;briques;14;P4;593;648;27;69;9;9;544;79109;119800
Résidentiel individuel;briques;14;P5;932;1040;36;211;72;72;782;127834;180236
Résidentiel individuel;briques;14;P6;1894;2418;96;765;503;503;1319;245478;318739
Résidentiel individuel;briques;15;P0;674;693;80;70;0;0;532;71683;124271
Résidentiel individuel;briques;15;P1;486;500;51;61;0;0;383;46114;88236
Résidentiel individuel;briques;15;P2;2906;2935;214;239;2;2;2438;261561;478873
Résidentiel individuel;briques;15;P3;3080;3118;131;165;14;14;2801;323332;564293
Résidentiel individuel;briques;15;P4;305;314;9;30;15;15;271;34483;59621
Résidentiel individuel;briques;15;P5;148;149;6;4;0;0;139;18142;31063
Résidentiel individuel;briques;15;P6;337;353;16;29;5;5;261;38458;58072
Résidentiel individuel;briques;16;P0;1859;1957;252;343;2;2;1328;203558;340861
Résidentiel individuel;briques;16;P1;1014;1056;94;247;15;15;704;89102;152546
Résidentiel individuel;briques;16;P2;4329;4517;363;682;14;14;3411;396963;685142
Résidentiel individuel;briques;16;P3;2508;2568;145;236;29;29;2164;263989;456396
Résidentiel individuel;briques;16;P4;2041;2127;44;352;94;94;1717;247374;393705
Résidentiel individuel;briques;16;P5;2432;2537;83;416;83;83;2019;285285;427162
Résidentiel individuel;briques;16;P6;2288;2443;60;442;46;46;1667;259897;366560
Résidentiel individuel;briques;17;P0;3791;4008;374;499;2;2;3011;395515;610852
Résidentiel individuel;briques;17;P1;2130;2233;144;243;0;0;1788;188519;281497
Résidentiel individuel;briques;17;P2;9289;9674;542;1051;139;139;7843;828161;1256111
Résidentiel individuel;briques;17;P3;4538;4878;157;384;24;1;4222;467978;723702
Résidentiel individuel;briques;17;P4;11273;11986;287;1548;124;81;9961;1298224;1968998
Résidentiel individuel;briques;17;P5;9407;9887;266;1804;125;96;7669;1075309;1535032
Résidentiel individuel;briques;17;P6;10297;11182;276;1899;427;415;7656;1156025;1571993
Résidentiel individuel;briques;18;P0;5396;5653;810;714;3;3;3996;556902;1053607
Résidentiel individuel;briques;18;P1;3015;3126;301;691;350;349;2099;250016;483090
Résidentiel individuel;briques;18;P2;7512;7881;679;1398;616;618;5742;652185;1231429
Résidentiel individuel;briques;18;P3;3943;4153;225;351;105;105;3541;405658;781029
Résidentiel individuel;briques;18;P4;271;276;9;14;0;0;250;32283;53051
Résidentiel individuel;briques;18;P5;1328;1421;32;281;68;68;1097;158651;232168
Résidentiel individuel;briques;18;P6;669;842;13;259;201;201;529;91779;129615
Résidentiel individuel;briques;19;P0;1419;1465;187;132;0;0;1109;139854;264346
Résidentiel individuel;briques;19;P1;860;886;123;82;0;0;664;80388;158591
Résidentiel individuel;briques;19;P2;6939;7084;602;998;1;1;5353;596970;1232094
Résidentiel individuel;briques;19;P3;7061;7167;365;491;3;3;6193;734483;1432379
Résidentiel individuel;briques;19;P4;526;538;16;45;1;1;475;64728;118541
Résidentiel individuel;briques;19;P5;1114;1134;19;75;0;0;1025;131546;218889
Résidentiel individuel;briques;19;P6;1274;1359;38;145;48;48;1060;148857;232278
Résidentiel individuel;briques;21;P0;5658;5901;670;597;14;14;4545;626314;1238882
Résidentiel individuel;briques;21;P1;1640;1680;117;153;2;2;1389;156227;296887
Résidentiel individuel;briques;21;P2;4791;4896;275;425;11;11;4146;460940;915325
Résidentiel individuel;briques;21;P3;2118;2194;81;134;42;42;1966;240740;484422
Résidentiel individuel;briques;21;P4;785;824;13;72;14;14;731;107602;181910
Résidentiel individuel;briques;21;P5;1584;1644;34;144;24;24;1461;207818;321511
Résidentiel individuel;briques;21;P6;1779;1834;30;99;11;11;1438;229095;333587
Résidentiel individuel;briques;22;P0;1329;1382;114;153;1;1;1072;151452;240626
Résidentiel individuel;briques;22;P1;891;904;69;90;0;0;719;82306;130782
Résidentiel individuel;briques;22;P2;2293;2336;205;206;2;2;1882;215168;370777
Résidentiel individuel;briques;22;P3;1392;1418;46;61;0;0;1288;158935;271144
Résidentiel individuel;briques;22;P4;2925;3008;58;314;77;77;2606;362028;538422
Résidentiel individuel;briques;22;P5;3927;4070;73;570;50;50;3398;492321;690783
Résidentiel individuel;briques;22;P6;3475;3807;70;699;248;248;2755;431987;591106
Résidentiel individuel;briques;23;P0;1579;1636;279;114;0;0;1197;161106;296723
Résidentiel individuel;briques;23;P1;533;538;75;47;0;0;403;49724;99811
Résidentiel individuel;briques;23;P2;1298;1321;112;131;1;1;1041;119141;254528
Résidentiel individuel;briques;23;P3;435;443;26;28;0;0;381;45590;96747
Résidentiel individuel;briques;23;P4;49;51;4;4;0;0;43;5618;10730
Résidentiel individuel;briques;23;P5;557;602;14;111;0;0;474;62192;99649
Résidentiel individuel;briques;23;P6;508;526;7;39;19;19;414;56282;85535
Résidentiel individuel;briques;24;P0;6367;6830;812;937;0;0;4827;726176;1219082
Résidentiel individuel;briques;24;P1;2318;2437;232;394;0;0;1761;226476;403473
Résidentiel individuel;briques;24;P2;9161;9532;865;1515;73;73;6924;851075;1533329
Résidentiel individuel;briques;24;P3;19115;20215;1141;2416;181;168;16273;2065205;3502783
Résidentiel individuel;briques;24;P4;8723;9381;370;1551;35;35;7285;1017036;1616201
